URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
Netclan20241027,https://insights.blackcoffer.com/enhancing-model-accuracy-from-58-to-over-90-strategies-for-improving-predictive-performance/,18,7,0.4399999824000007,0.05567928718111517,20.40909090909091,0.4610244988864143,8.34804616319093,20.40909090909091,207,449,2.318485523385301,1,6.443207126948775
Netclan20241028,https://insights.blackcoffer.com/securing-sensitive-financial-data-with-privacy-preserving-machine-learning-for-predictive-analytics/,27,3,0.7999999733333342,0.05128205119438966,22.5,0.517948717948718,9.207179487179488,22.5,303,585,2.4871794871794872,6,6.815384615384615
Netclan20241029,https://insights.blackcoffer.com/enhancing-data-collection-for-research-institutions-addressing-survey-fatigue-and-incorporating-verbal-communication-for-richer-insights/,21,6,0.5555555349794246,0.06852791860779717,21.88888888888889,0.44416243654822335,8.933220530174845,21.88888888888889,175,394,2.3629441624365484,4,7.228426395939087
Netclan20241030,https://insights.blackcoffer.com/analyzing-the-impact-of-positive-emotions-and-pandemic-severity-on-mental-health-and-resilience-among-entrepreneurs-insights-and-predictive-modeling/,13,7,0.29999998500000075,0.04914004901931192,23.941176470588236,0.4398034398034398,9.752391964156672,23.941176470588236,179,407,2.343980343980344,5,6.680589680589681
Netclan20241031,https://insights.blackcoffer.com/dynamic-brand-centric-dashboard-for-automotive-dealerships-pdf-to-financial-insights-with-flask-react-architecture-and-aws-cloud-hosting/,61,17,0.56410255687048,0.07449856726408922,15.863636363636363,0.46131805157593125,6.5299817660849175,15.863636363636363,483,1047,2.30945558739255,10,6.433619866284623
Netclan20241032,https://insights.blackcoffer.com/cloud-based-data-modeling-and-analysis-platform-with-drag-and-drop-interface-and-openai-api-integration-for-simulation-insights/,26,11,0.4054053944485029,0.04567901228928517,14.210526315789474,0.3691358024691358,5.831864847303445,14.210526315789474,299,810,2.0098765432098764,4,5.709876543209877
Netclan20241033,https://insights.blackcoffer.com/voter-profile-analysis-and-search-application-for-targeted-campaign-engagement-using-government-voter-data/,77,13,0.7111111032098767,0.07518796986199834,18.703125,0.48872180451127817,7.676738721804512,18.703125,585,1197,2.543859649122807,24,6.882205513784461
Netclan20241034,https://insights.blackcoffer.com/bert-based-classification-of-individuals-and-organizations-into-two-categories-using-natural-language-processing/,6,4,0.19999998000000202,0.04166666649305556,17.142857142857142,0.4041666666666667,7.018809523809523,17.142857142857142,97,240,2.3125,3,6.941666666666666
Netclan20241035,https://insights.blackcoffer.com/comprehensive-analysis-of-solana-and-ethereum-contributors-using-github-api-with-comparative-study-of-1000-random-github-profiles/,31,19,0.23999999520000012,0.06273525713584033,17.711111111111112,0.38017565872020076,7.236514707932526,17.711111111111112,303,797,2.329987452948557,3,6.6913425345043915
Netclan20241036,https://insights.blackcoffer.com/powerbi-rest-api-fetching-dataflow-and-refresh-schedules-with-semantic-models/,37,12,0.5102040712203251,0.09404990385019213,15.323529411764707,0.3761996161228407,6.279891611155019,15.323529411764707,196,521,2.218809980806142,2,6.333973128598848
Netclan20241037,https://insights.blackcoffer.com/automated-job-data-import-and-management-solution-for-enhanced-efficiency/,11,2,0.6923076390532585,0.0462633450310913,12.772727272727273,0.3202846975088968,5.237204788094468,12.772727272727273,90,281,1.8505338078291815,2,5.359430604982206
Netclan20241038,https://insights.blackcoffer.com/data-analytics-and-optimization-solution-for-enhancing-renewable-energy-efficiency/,10,2,0.6666666111111158,0.03921568614635397,13.909090909090908,0.43137254901960786,5.736185383244207,13.909090909090908,132,306,2.111111111111111,2,5.915032679738562
Netclan20241039,https://insights.blackcoffer.com/time-series-analysis-and-trend-forecasting-solution-for-predicting-news-trends/,10,2,0.6666666111111158,0.040677965963803506,14.047619047619047,0.3254237288135593,5.749217110573043,14.047619047619047,96,295,1.8779661016949152,2,5.63728813559322
Netclan20241040,https://insights.blackcoffer.com/advanced-data-visualization-solutions-for-monitoring-key-business-metrics-with-integrated-interactive-dashboards/,17,1,0.8888888395061756,0.061433446889305646,13.318181818181818,0.4061433447098976,5.489730065156687,13.318181818181818,119,293,2.098976109215017,2,5.979522184300341
Netclan20241041,https://insights.blackcoffer.com/advanced-patient-data-analysis-solution-for-trend-identification-and-improved-healthcare-outcome/,19,2,0.8095237709750585,0.07046979842124229,13.545454545454545,0.40604026845637586,5.580597925564369,13.545454545454545,121,298,2.077181208053691,2,5.936241610738255
Netclan20241042,https://insights.blackcoffer.com/anomaly-detection-and-analysis-for-enhanced-data-integrity-and-user-experience-on-bright-datas-website/,11,9,0.09999999500000024,0.06211180104934223,14.636363636363637,0.37267080745341613,6.003613777526821,14.636363636363637,120,322,2.0248447204968945,2,5.829192546583851
Netclan20241043,https://insights.blackcoffer.com/building-custom-tflite-models-and-benchmarking-on-voxl2-chips/,15,4,0.5789473379501401,0.033101045238499924,15.513513513513514,0.34843205574912894,6.344778227705057,15.513513513513514,200,574,2.1515679442508713,2,6.541811846689895
Netclan20241044,https://insights.blackcoffer.com/sports-prediction-model-for-multiple-sports-leagues/,21,18,0.0769230749506904,0.0590015127700431,18.36111111111111,0.3842662632375189,7.498150949739451,18.36111111111111,254,661,2.0302571860816943,1,5.934947049924357
Netclan20241045,https://insights.blackcoffer.com/efficient-coach-allocation-system-for-sports-coaching-organization/,16,7,0.39130433081285515,0.03826955068507562,15.81578947368421,0.37603993344425957,6.476731762851388,15.81578947368421,226,601,2.26955074875208,7,6.708818635607321
Netclan20241046,https://insights.blackcoffer.com/data-studio-dashboard-with-a-data-pipeline-tool-synced-with-podio-using-custom-webhooks-and-google-cloud-function-2/,27,5,0.6874999785156257,0.05119999991808,16.025641025641026,0.424,6.5798564102564105,16.025641025641026,265,625,2.3136,1,6.3984
Netclan20241047,https://insights.blackcoffer.com/ai-driven-backend-for-audio-to-text-conversion-and-analytical-assessment-in-pharmaceutical-practice/,21,5,0.6153845917159773,0.04667863546377265,14.657894736842104,0.4129263913824057,6.028328451289805,14.657894736842104,230,557,2.1992818671454217,2,6.125673249551167
Netclan20241048,https://insights.blackcoffer.com/cloud-based-web-application-for-financial-data-processing-and-visualization-of-sp-500-metrics/,60,16,0.5789473608033242,0.10966810950985843,21.65625,0.45165945165945165,8.843163780663781,21.65625,313,693,2.502164502164502,5,6.958152958152958
Netclan20241049,https://insights.blackcoffer.com/department-wise-kpi-tracking-dashboard-with-technician-performance-analysis-for-atoz-dependable-service/,32,5,0.7297297100073051,0.04092920349454734,20.08888888888889,0.39601769911504425,8.193962635201574,20.08888888888889,358,904,2.3064159292035398,1,6.56858407079646
Netclan20241050,https://insights.blackcoffer.com/steps-to-convert-a-node-js-api-to-python-for-aws-lambda-deployment/,20,6,0.5384615177514801,0.055793991296579415,18.64,0.3605150214592275,7.600206008583692,18.64,168,466,2.017167381974249,1,5.907725321888412
Netclan20241051,https://insights.blackcoffer.com/building-an-analytics-dashboard-with-a-pdf-parsing-pipeline-for-data-extraction/,37,167,-0.6372548988369858,0.1227436822366163,14.972972972972974,0.3134777376654633,6.114580284255375,14.972972972972974,521,1662,1.7779783393501805,1,5.293622141997593
Netclan20241052,https://insights.blackcoffer.com/building-a-real-time-log-file-visualization-dashboard-in-kibana/,23,28,-0.09803921376393698,0.05855338684437039,12.442857142857143,0.35017221584385766,5.1172117434804,12.442857142857143,305,871,2.0011481056257177,2,5.621125143513203
Netclan20241053,https://insights.blackcoffer.com/analyzing-the-impact-of-female-ceo-appointments-on-company-stock-prices/,17,9,0.30769229585798863,0.03403141356802171,12.94915254237288,0.4620418848167539,5.364477770875855,12.94915254237288,353,764,2.274869109947644,6,6.257853403141361
Netclan20241054,https://insights.blackcoffer.com/ai-chatbot-using-llm-langchain-llama/,40,7,0.7021276446355821,0.05581947736838542,17.183673469387756,0.4358669833729216,7.047816181104271,17.183673469387756,367,842,2.321852731591449,1,6.274346793349169
Netclan20241055,https://insights.blackcoffer.com/healthcare-ai-chatbot-using-llama-llm-langchain/,70,14,0.6666666587301588,0.06278026901137498,11.435897435897436,0.27802690582959644,4.685569736690813,11.435897435897436,372,1338,1.5328849028400597,30,4.657698056801196
Netclan20241056,https://insights.blackcoffer.com/ai-bot-audio-to-audio/,5,0,0.99999980000004,0.014492753581180424,13.26923076923077,0.3507246376811594,5.447982162764772,13.26923076923077,121,345,2.1710144927536232,0,6.0202898550724635
Netclan20241057,https://insights.blackcoffer.com/recommendation-engine-for-insurance-sector-to-expand-business-in-the-rural-area/,14,3,0.6470587854671302,0.03777777769382716,25.0,0.39111111111111113,10.156444444444446,25.0,176,450,2.1822222222222223,4,6.157777777777778
Netclan20241058,https://insights.blackcoffer.com/data-from-crm-via-zapier-to-google-sheets-dynamic-to-powerbi/,13,2,0.7333332844444478,0.06249999973958333,13.333333333333334,0.3333333333333333,5.466666666666668,13.333333333333334,80,240,1.9125,8,5.404166666666667
Netclan20241059,https://insights.blackcoffer.com/data-warehouse-to-google-data-studio-looker-dashboard/,7,1,0.7499999062500118,0.026936026845333243,16.5,0.32996632996632996,6.731986531986532,16.5,98,297,2.0033670033670035,13,6.148148148148148
Netclan20241060,https://insights.blackcoffer.com/crm-monday-com-via-zapier-to-power-bi-dashboard/,11,3,0.5714285306122479,0.056910568874347284,9.84,0.3170731707317073,4.062829268292683,9.84,78,246,1.8089430894308942,16,5.296747967479675
Netclan20241061,https://insights.blackcoffer.com/monday-com-to-kpi-dashboard-to-manage-view-and-generate-insights-from-the-crm-data/,16,6,0.4545454338842984,0.07534246549540252,10.428571428571429,0.386986301369863,4.326223091976517,10.428571428571429,113,292,1.9794520547945205,6,5.743150684931507
Netclan20241062,https://insights.blackcoffer.com/data-management-for-a-political-saas-application/,22,8,0.4666666511111116,0.03916449081049022,12.557377049180328,0.3433420365535248,5.1602876342935415,12.557377049180328,263,766,2.0757180156657964,4,6.046997389033942
Netclan20241063,https://insights.blackcoffer.com/google-lsa-ads-google-local-service-ads-etl-tools-and-dashboards/,9,6,0.19999998666666757,0.04297994257025804,20.529411764705884,0.3982808022922636,8.37107702679926,20.529411764705884,139,349,2.0916905444126073,1,5.911174785100287
Netclan20241064,https://insights.blackcoffer.com/ad-networks-marketing-campaign-data-dashboard-in-looker-google-data-studio/,15,6,0.4285714081632663,0.04174950289910636,50.3,0.40556660039761433,20.282226640159045,50.3,204,503,2.165009940357853,1,6.242544731610338
Netclan20241065,https://insights.blackcoffer.com/analytical-solution-for-a-tech-firm/,10,12,-0.09090908677685969,0.09322033858804941,29.5,0.3516949152542373,11.940677966101696,29.5,83,236,2.26271186440678,2,6.635593220338983
Netclan20241066,https://insights.blackcoffer.com/ai-solution-for-a-technology-information-and-internet-firm/,7,2,0.5555554938271674,0.036734693727613496,40.833333333333336,0.37142857142857144,16.481904761904765,40.833333333333336,91,245,2.1142857142857143,1,6.0
Netclan20241067,https://insights.blackcoffer.com/ai-and-nlp-based-solutions-to-automate-data-discovery-for-venture-capital-and-private-equity-principals/,7,4,0.2727272479338866,0.02310924364893016,15.35483870967742,0.3088235294117647,6.265464895635674,15.35483870967742,147,476,1.884453781512605,29,5.804621848739496
Netclan20241068,https://insights.blackcoffer.com/an-etl-solution-for-an-internet-publishing-firm/,11,4,0.46666663555555765,0.04424778748009502,14.73913043478261,0.3008849557522124,6.01600615621393,14.73913043478261,102,339,1.9410029498525074,18,5.528023598820059
Netclan20241069,https://insights.blackcoffer.com/ai-based-algorithmic-trading-bot-for-forex/,5,10,-0.3333333111111126,0.04098360644539998,11.806451612903226,0.25956284153005466,4.826405781773313,11.806451612903226,95,366,1.7513661202185793,26,5.183060109289618
Netclan20241070,https://insights.blackcoffer.com/equity-waterfalls-model-based-saas-application-for-real-estate-sector/,3,1,0.49999987500003124,0.014184397112821287,10.071428571428571,0.3829787234042553,4.18176291793313,10.071428571428571,108,282,2.0921985815602837,8,5.968085106382978
Netclan20241071,https://insights.blackcoffer.com/ai-solutions-for-foreign-exchange-an-automated-algo-trading-tool/,8,4,0.3333333055555579,0.038709677294484914,22.142857142857142,0.2806451612903226,8.969400921658986,22.142857142857142,87,310,1.7903225806451613,4,5.548387096774194
Netclan20241072,https://insights.blackcoffer.com/ai-agent-development-and-deployment-in-jina-ai/,10,7,0.17647057785467188,0.0994152040969871,24.428571428571427,0.3684210526315789,9.918796992481203,24.428571428571427,63,171,2.1228070175438596,3,6.0701754385964914
Netclan20241073,https://insights.blackcoffer.com/golden-record-a-knowledge-graph-database-approach-to-unfold-discovery-using-neo4j/,13,5,0.4444444197530878,0.06101694894570526,14.047619047619047,0.3288135593220339,5.750573042776433,14.047619047619047,97,295,1.9661016949152543,12,5.783050847457627
Netclan20241074,https://insights.blackcoffer.com/advanced-ai-for-trading-automation/,10,3,0.5384614970414233,0.049808428927937055,11.863636363636363,0.3371647509578544,4.880320445837687,11.863636363636363,88,261,2.1187739463601534,9,5.869731800766283
Netclan20241075,https://insights.blackcoffer.com/create-a-knowledge-graph-to-provide-real-time-analytics-recommendations-and-a-single-source-of-truth/,5,4,0.11111109876543349,0.05487804844586556,16.4,0.42073170731707316,6.7282926829268295,16.4,69,164,2.225609756097561,1,6.274390243902439
Netclan20241076,https://insights.blackcoffer.com/advanced-ai-for-thermal-person-detection/,4,1,0.599999880000024,0.048543688849090404,20.6,0.36893203883495146,8.387572815533982,20.6,38,103,2.0388349514563107,2,5.941747572815534
Netclan20241077,https://insights.blackcoffer.com/advanced-ai-for-road-cam-threat-detection/,4,8,-0.3333333055555579,0.08391608332925816,15.88888888888889,0.35664335664335667,6.498212898212898,15.88888888888889,51,143,2.132867132867133,1,6.188811188811189
Netclan20241078,https://insights.blackcoffer.com/advanced-ai-for-pedestrian-crossing-safety/,6,4,0.19999998000000202,0.06711409350930139,18.625,0.3959731543624161,7.608389261744967,18.625,59,149,2.2550335570469797,3,6.402684563758389
Netclan20241079,https://insights.blackcoffer.com/handgun-detection-using-yolo/,4,1,0.599999880000024,0.04273504236978597,23.4,0.4188034188034188,9.527521367521366,23.4,49,117,2.2393162393162394,2,6.444444444444445
Netclan20241080,https://insights.blackcoffer.com/using-graph-technology-to-create-single-customer-view/,4,8,-0.3333333055555579,0.07100591673960996,13.0,0.4319526627218935,5.372781065088758,13.0,73,169,2.272189349112426,4,6.27810650887574
Netclan20241081,https://insights.blackcoffer.com/car-detection-in-satellite-images/,9,0,0.9999998888889013,0.035999999856,13.157894736842104,0.348,5.402357894736842,13.157894736842104,87,250,2.064,11,6.148
Netclan20241082,https://insights.blackcoffer.com/building-a-physics-informed-neural-network-for-circuit-evaluation/,13,3,0.6249999609375024,0.052805280353777954,14.428571428571429,0.38943894389438943,5.927204148986327,14.428571428571429,118,303,2.1419141914191417,15,6.297029702970297
Netclan20241083,https://insights.blackcoffer.com/connecting-mongodb-database-to-power-bi-dashboard-dashboard-automation/,8,4,0.3333333055555579,0.03973509920617517,15.1,0.3841059602649007,6.19364238410596,15.1,116,302,2.142384105960265,12,6.0
Netclan20241084,https://insights.blackcoffer.com/data-transformation/,20,12,0.24999999218750027,0.09726443739433302,13.708333333333334,0.2978723404255319,5.602482269503547,13.708333333333334,98,329,2.0030395136778116,12,5.808510638297872
Netclan20241085,https://insights.blackcoffer.com/e-commerce-store-analysis-purchase-behavior-ad-spend-conversion-traffic-etc/,7,1,0.7499999062500118,0.028368794225642573,14.842105263157896,0.4574468085106383,6.1198208286674145,14.842105263157896,129,282,2.354609929078014,14,6.319148936170213
Netclan20241086,https://insights.blackcoffer.com/kpi-dashboard-for-accountants/,11,0,0.9999999090909174,0.04661016929402471,19.666666666666668,0.3898305084745763,8.022598870056498,19.666666666666668,92,236,2.1822033898305087,6,6.423728813559322
Netclan20241087,https://insights.blackcoffer.com/return-on-advertising-spend-dashboard-marketing-automation-and-analytics-using-etl-and-dashboard/,25,6,0.6129032060353804,0.04806201542936122,17.43243243243243,0.39689922480620154,7.131732662895454,17.43243243243243,256,645,2.2248062015503876,6,6.232558139534884
Netclan20241088,https://insights.blackcoffer.com/ranking-customer-behaviours-for-business-strategy/,7,8,-0.06666666222222252,0.0501672239124842,19.933333333333334,0.28762541806020064,8.088383500557415,19.933333333333334,86,299,1.8729096989966556,6,5.444816053511706
Netclan20241089,https://insights.blackcoffer.com/algorithmic-trading-for-multiple-commodities-markets-like-forex-metals-energy-etc/,5,1,0.6666665555555741,0.02214022132051579,15.055555555555555,0.36900369003690037,6.169823698236982,15.055555555555555,100,271,2.047970479704797,1,5.911439114391144
Netclan20241091,https://insights.blackcoffer.com/python-model-for-the-analysis-of-sector-specific-stock-etfs-for-investment-purposes%ef%bf%bc/,7,3,0.39999996000000404,0.041841004009033456,17.071428571428573,0.3682008368200837,6.975851763299463,17.071428571428573,88,239,2.1046025104602513,5,6.138075313807532
Netclan20241092,https://insights.blackcoffer.com/medical-classification/,4,5,-0.11111109876543349,0.031802120028967776,16.647058823529413,0.35335689045936397,6.800166285595511,16.647058823529413,100,283,2.0070671378091873,7,5.826855123674911
Netclan20241093,https://insights.blackcoffer.com/design-develop-bert-question-answering-model-explanations-with-visualization/,1,2,-0.33333322222225925,0.013100436624015561,17.615384615384617,0.314410480349345,7.171918038293585,17.615384615384617,72,229,2.013100436681223,11,5.951965065502184
Netclan20241094,https://insights.blackcoffer.com/design-and-develop-solution-to-anomaly-detection-classification-problems/,6,16,-0.4545454338842984,0.10891089054994608,15.538461538461538,0.4504950495049505,6.395582635186596,15.538461538461538,91,202,2.485148514851485,10,6.405940594059406
Netclan20241095,https://insights.blackcoffer.com/an-etl-solution-for-currency-data-to-google-big-query/,1,2,-0.33333322222225925,0.012096774144771073,14.588235294117647,0.38306451612903225,5.9885199240986715,14.588235294117647,95,248,2.1975806451612905,14,5.858870967741935
Netclan20241096,https://insights.blackcoffer.com/etl-and-mlops-infrastructure-for-blockchain-analytics/,3,1,0.49999987500003124,0.011235955024618103,29.666666666666668,0.3342696629213483,12.000374531835206,29.666666666666668,119,356,2.047752808988764,0,6.120786516853933
Netclan20241097,https://insights.blackcoffer.com/an-agent-based-model-of-a-virtual-power-plant-vpp/,3,3,0.0,0.023999999904,14.705882352941176,0.384,6.035952941176471,14.705882352941176,96,250,2.284,0,6.756
Netclan20241098,https://insights.blackcoffer.com/transform-api-into-sdk-library-and-widget/,9,1,0.7999999200000081,0.06451612861602497,38.75,0.32903225806451614,15.631612903225808,38.75,51,155,2.1032258064516127,1,6.296774193548387
Netclan20241099,https://insights.blackcoffer.com/integration-of-a-product-to-a-cloud-based-crm-platform/,5,5,0.0,0.04464285694355868,12.444444444444445,0.29910714285714285,5.097420634920635,12.444444444444445,67,224,2.075892857142857,1,6.138392857142857
Netclan20241100,https://insights.blackcoffer.com/a-web-based-dashboard-for-the-filtered-data-retrieval-of-land-records/,10,2,0.6666666111111158,0.045283018697045214,20.384615384615383,0.27169811320754716,8.262525399129172,20.384615384615383,72,265,1.860377358490566,0,5.60377358490566
Netclan20241101,https://insights.blackcoffer.com/integration-of-video-conferencing-data-to-the-existing-web-app/,1,0,0.9999990000010001,0.004975124353357591,25.125,0.31840796019900497,10.177363184079603,25.125,64,201,2.1044776119402986,0,6.009950248756219
Netclan20241102,https://insights.blackcoffer.com/design-develop-an-app-in-retool-which-shows-the-progress-of-the-added-video/,6,0,0.9999998333333611,0.041666666377314816,72.0,0.3402777777777778,28.93611111111111,72.0,49,144,2.0625,4,5.881944444444445
Netclan20241103,https://insights.blackcoffer.com/auvik-connectwise-integration-in-grafana/,2,3,-0.199999960000008,0.021008403273073937,14.0,0.36554621848739494,5.746218487394959,14.0,87,238,2.1134453781512605,0,6.2478991596638656
Netclan20241104,https://insights.blackcoffer.com/data-integration-and-big-data-performance-using-elk-stack/,3,1,0.49999987500003124,0.012618296490163102,11.74074074074074,0.33753943217665616,4.831312069166959,11.74074074074074,107,317,2.0725552050473186,5,5.968454258675079
Netclan20241105,https://insights.blackcoffer.com/web-data-connector/,1,0,0.9999990000010001,0.0033898304969836256,9.516129032258064,0.31864406779661014,3.93390924002187,9.516129032258064,94,295,2.0338983050847457,3,5.840677966101695
Netclan20241106,https://insights.blackcoffer.com/an-app-for-updating-the-email-id-of-the-user-and-stripe-refund-tool-using-retool/,9,1,0.7999999200000081,0.0537634405711643,62.0,0.46236559139784944,24.98494623655914,62.0,86,186,2.247311827956989,4,5.774193548387097
Netclan20241107,https://insights.blackcoffer.com/an-ai-ml-based-web-application-that-detects-the-correctness-of-text-in-a-given-video/,4,5,-0.11111109876543349,0.04306220075089856,69.66666666666667,0.3684210526315789,28.0140350877193,69.66666666666667,77,209,2.1435406698564594,4,6.3349282296650715
Netclan20241108,https://insights.blackcoffer.com/website-tracking-and-insights-using-google-analytics-google-tag-manager/,20,2,0.8181817809917372,0.031294452302568346,16.348837209302324,0.44096728307254623,6.7159217969499485,16.348837209302324,310,703,2.1038406827880514,3,5.894736842105263
Netclan20241109,https://insights.blackcoffer.com/dashboard-to-track-the-analytics-of-the-website-using-google-analytics-and-google-tag-manager/,22,1,0.9130434385633287,0.03299856523242674,15.488888888888889,0.40889526542324245,6.3591136617248525,15.488888888888889,285,697,2.1807747489239597,2,5.94261119081779
Netclan20241110,https://insights.blackcoffer.com/power-bi-dashboard-on-operations-transactions-and-marketing-embedding-the-dashboard-to-web-app/,2,4,-0.33333327777778704,0.03061224474177426,14.0,0.40816326530612246,5.763265306122449,14.0,80,196,2.204081632653061,1,6.214285714285714
Netclan20241111,https://insights.blackcoffer.com/nft-data-automation-looksrare-and-etl-tool/,6,2,0.4999999375000079,0.03375527411917606,12.473684210526315,0.31223628691983124,5.114368198978458,12.473684210526315,74,237,2.059071729957806,3,5.810126582278481
Netclan20241112,https://insights.blackcoffer.com/optimize-the-data-scraper-program-to-easily-accommodate-large-files-and-solve-oom-errors/,6,4,0.19999998000000202,0.05952380916950114,15.272727272727273,0.31547619047619047,6.235281385281386,15.272727272727273,53,168,2.1726190476190474,2,6.321428571428571
Netclan20241113,https://insights.blackcoffer.com/making-a-robust-way-to-sync-data-from-airtables-to-mongodb-using-python-etl-solution/,5,4,0.11111109876543349,0.037344398185292955,15.0625,0.2946058091286307,6.142842323651453,15.0625,71,241,2.0622406639004147,1,5.987551867219917
Netclan20241114,https://insights.blackcoffer.com/incident-duration-prediction-infrastructure-and-real-estate/,2,1,0.33333322222225925,0.01785714275085034,15.272727272727273,0.44642857142857145,6.287662337662338,15.272727272727273,75,168,2.2738095238095237,4,6.315476190476191
Netclan20241115,https://insights.blackcoffer.com/statistical-data-analysis-of-reinforced-concrete/,8,1,0.7777776913580343,0.024725274657348147,22.75,0.3791208791208791,9.251648351648353,22.75,138,364,2.0714285714285716,5,5.978021978021978
Netclan20241116,https://insights.blackcoffer.com/database-normalization-segmentation-with-google-data-studio-dashboard-insights/,1,0,0.9999990000010001,0.0055248618479289404,10.647058823529411,0.3701657458563536,4.406889827754306,10.647058823529411,67,181,2.1767955801104972,8,5.8121546961325965
Netclan20241117,https://insights.blackcoffer.com/power-bi-dashboard-to-drive-insights-from-complex-data-to-generate-business-insights/,4,3,0.1428571224489825,0.03004291832599606,12.263157894736842,0.2918454935622318,5.02200135531963,12.263157894736842,68,233,1.8969957081545064,8,5.600858369098712
Netclan20241118,https://insights.blackcoffer.com/real-time-dashboard-to-monitor-infrastructure-activity-and-machines/,1,3,-0.49999987500003124,0.02040816316118284,16.333333333333332,0.3622448979591837,6.678231292517006,16.333333333333332,71,196,2.066326530612245,6,6.045918367346939
Netclan20241119,https://insights.blackcoffer.com/electric-vehicles-ev-load-management-system-to-forecast-energy-demand/,3,6,-0.33333329629630043,0.027522935695648516,16.35,0.37920489296636084,6.691681957186545,16.35,124,327,2.149847094801223,10,5.813455657492355
Netclan20241120,https://insights.blackcoffer.com/power-bi-data-driven-map-dashboard/,4,0,0.9999997500000625,0.02515723254618093,19.875,0.3018867924528302,8.070754716981133,19.875,48,159,2.050314465408805,2,5.918238993710692
Netclan20241121,https://insights.blackcoffer.com/google-local-service-ads-lsa-leads-dashboard/,39,5,0.7727272551652897,0.07248764403214557,12.387755102040817,0.3525535420098847,5.096123457620281,12.387755102040817,214,607,2.116968698517298,4,5.878088962108731
